"transaction_id","product_id","customer_id","transaction_date","online_order","order_status","brand","product_line","product_class","product_size","standard_cost","list_price"
121,25,50,"04.12.2017",false,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
122,24,1038,"01.12.2017",true,Approved,Solex,Road,medium,large,"820,78",1777.8
123,31,1453,"05.03.2017",true,Approved,WeareA2B,Standard,medium,medium,"205,36",752.64
124,98,1339,"21.03.2017",false,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
125,22,3382,"03.01.2017",true,Approved,Solex,Standard,medium,medium,"431,45",575.27
126,53,773,"01.04.2017",false,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
127,84,2503,"16.03.2017",true,Approved,Trek Bicycles,Road,medium,medium,"215,14",290.62
128,25,1057,"26.02.2017",false,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
129,50,1397,"05.06.2017",false,Approved,WeareA2B,Standard,medium,small,"131,92",175.89
130,44,2134,"04.09.2017",false,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
131,96,2403,"18.01.2017",true,Approved,WeareA2B,Road,low,small,"1043,77",1172.78
132,12,1937,"28.09.2017",false,Approved,WeareA2B,Standard,medium,medium,"161,60",1231.15
133,93,1282,"02.09.2017",true,Approved,WeareA2B,Standard,medium,medium,"230,09",1065.03
134,78,2183,"09.05.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
135,84,1788,"17.10.2017",false,Approved,Giant Bicycles,Road,medium,medium,"594,68",792.9
136,65,1170,"25.04.2017",true,Approved,WeareA2B,Standard,medium,medium,"778,69",1807.45
137,0,431,"23.09.2017",false,Approved,"","","","","",1942.61
138,29,1940,"02.08.2017",false,Approved,WeareA2B,Standard,medium,medium,"230,09",1065.03
139,32,2073,"25.03.2017",false,Cancelled,Giant Bicycles,Standard,high,medium,"707,40",1179.0
140,11,462,"01.01.2017",false,Approved,Giant Bicycles,Standard,high,medium,"764,96",1274.93
141,10,2728,"22.12.2017",false,Approved,Solex,Standard,medium,medium,"333,18",1945.43
142,46,2053,"25.12.2017",false,Approved,Solex,Standard,low,medium,"74,51",1289.85
143,60,2135,"26.01.2017",true,Approved,Giant Bicycles,Standard,high,small,"1759,85",1977.36
144,92,1217,"20.12.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
145,7,2992,"07.06.2017",true,Approved,Trek Bicycles,Road,low,medium,"234,43",980.37
146,41,3261,"06.04.2017",true,Approved,Solex,Road,medium,medium,"312,74",416.98
147,67,2748,"25.04.2017",true,Approved,Norco Bicycles,Road,medium,medium,"376,84",544.05
148,14,3262,"13.01.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1234,29",1386.84
149,89,788,"21.03.2017",false,Approved,WeareA2B,Touring,medium,large,"57,74",1362.99
150,9,3067,"21.11.2017",true,Approved,OHM Cycles,Road,medium,medium,"667,40",742.54
151,31,701,"11.11.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
152,92,648,"16.10.2017",false,Approved,WeareA2B,Standard,medium,small,"1259,36",1415.01
153,37,3286,"19.08.2017",true,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
154,3,3383,"06.04.2017",true,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
155,56,982,"04.11.2017",true,Approved,Norco Bicycles,Mountain,low,small,"612,88",688.63
156,14,676,"22.08.2017",true,Approved,Solex,Standard,high,large,"1105,75",1842.92
157,6,385,"15.09.2017",true,Approved,Solex,Standard,high,medium,"448,90",748.17
158,50,1229,"01.03.2017",true,Approved,WeareA2B,Standard,medium,small,"131,92",175.89
159,10,3232,"16.08.2017",false,Approved,WeareA2B,Touring,medium,medium,"363,25",1466.68
160,0,3300,"27.08.2017",false,Approved,"","","","","",1656.86
161,69,2381,"10.07.2017",false,Approved,Giant Bicycles,Road,medium,medium,"594,68",792.9
162,78,371,"11.12.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
163,80,2519,"20.05.2017",true,Approved,OHM Cycles,Touring,low,medium,"933,84",1073.07
164,17,2264,"30.07.2017",false,Approved,Solex,Standard,high,medium,"614,80",1024.66
165,3,2637,"25.10.2017",true,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
166,78,3262,"27.11.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
167,90,3177,"26.04.2017",false,Approved,Norco Bicycles,Standard,low,medium,"290,41",363.01
168,87,2267,"02.02.2017",false,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
169,97,456,"02.05.2017",false,Approved,Solex,Standard,medium,large,"151,96",202.62
170,6,404,"16.10.2017",false,Approved,OHM Cycles,Standard,high,medium,"136,73",227.88
171,100,3121,"22.10.2017",false,Approved,Norco Bicycles,Road,medium,medium,"206,35",1036.59
172,55,2365,"11.04.2017",true,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
173,100,2528,"16.11.2017",false,Approved,Norco Bicycles,Road,medium,medium,"206,35",1036.59
174,10,3151,"17.12.2017",false,Approved,WeareA2B,Touring,medium,medium,"363,25",1466.68
175,25,3241,"23.12.2017",false,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
176,74,1335,"30.03.2017",true,Approved,WeareA2B,Standard,medium,medium,"400,91",1228.07
177,90,2234,"13.04.2017",false,Approved,Norco Bicycles,Standard,low,medium,"290,41",363.01
178,56,3226,"25.07.2017",true,Approved,OHM Cycles,Standard,medium,medium,"137,90",183.86
179,62,1365,"31.01.2017",false,Approved,Solex,Standard,medium,medium,"298,72",478.16
180,20,3349,"18.03.2017",true,Approved,Trek Bicycles,Standard,medium,small,"1580,47",1775.81
181,17,1002,"24.02.2017",false,Approved,Solex,Standard,high,medium,"614,80",1024.66
182,16,2282,"18.02.2017",false,Approved,Norco Bicycles,Standard,high,small,"1479,11",1661.92
183,46,2656,"07.01.2017",false,Approved,Solex,Standard,low,medium,"74,51",1289.85
184,71,2409,"05.07.2017",true,Approved,Solex,Standard,high,large,"1105,75",1842.92
185,91,1711,"19.11.2017",false,Approved,WeareA2B,Standard,low,medium,"513,85",642.31
186,17,2582,"08.11.2017",true,Approved,Solex,Standard,high,medium,"614,80",1024.66
187,1,1005,"24.07.2017",true,Approved,Giant Bicycles,Touring,medium,large,"863,95",1873.97
188,3,1597,"15.01.2017",true,Approved,Trek Bicycles,Standard,medium,large,"388,92",2091.47
189,56,2713,"12.01.2017",true,Approved,OHM Cycles,Standard,medium,medium,"137,90",183.86
190,37,1435,"27.11.2017",true,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
191,34,1477,"30.06.2017",true,Approved,Norco Bicycles,Road,high,large,"464,72",774.53
192,0,1614,"15.07.2017",true,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
193,12,1254,"22.06.2017",true,Approved,WeareA2B,Standard,medium,medium,"161,60",1231.15
194,25,1423,"02.05.2017",false,Approved,Giant Bicycles,Road,medium,medium,"829,65",1538.99
195,81,276,"27.12.2017",false,Approved,Norco Bicycles,Standard,medium,small,"521,94",586.45
196,19,1315,"21.12.2017",true,Approved,OHM Cycles,Road,high,large,"7,21",12.01
197,45,591,"23.05.2017",true,Approved,Solex,Standard,medium,medium,"84,99",441.49
198,74,1017,"02.02.2017",false,Approved,WeareA2B,Standard,medium,medium,"950,52",1762.96
199,33,2123,"08.06.2017",false,Approved,Giant Bicycles,Standard,medium,small,"1167,18",1311.44
200,57,2889,"15.04.2017",true,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
201,0,3208,"05.09.2017",true,Approved,Trek Bicycles,Road,medium,medium,"400,13",533.51
202,23,2406,"26.02.2017",true,Approved,Norco Bicycles,Mountain,low,small,"612,88",688.63
203,67,2041,"29.07.2017",false,Approved,Norco Bicycles,Road,medium,medium,"376,84",544.05
204,81,1598,"03.07.2017",true,Approved,Norco Bicycles,Standard,medium,small,"521,94",586.45
205,58,1842,"27.05.2017",true,Approved,OHM Cycles,Standard,medium,medium,"141,40",912.52
206,5,141,"05.05.2017",false,Approved,Giant Bicycles,Standard,high,medium,"677,48",1129.13
207,94,1321,"09.09.2017",false,Approved,Giant Bicycles,Standard,medium,large,"993,66",1635.3
208,51,183,"21.05.2017",false,Approved,OHM Cycles,Standard,high,medium,"1203,40",2005.66
209,59,2591,"22.09.2017",false,Approved,WeareA2B,Standard,medium,small,"1259,36",1415.01
210,63,3356,"12.04.2017",true,Approved,Solex,Standard,medium,medium,"99,59",1483.2
211,40,766,"07.05.2017",true,Approved,OHM Cycles,Standard,high,medium,"874,90",1458.17
212,80,1596,"13.01.2017",false,Approved,Trek Bicycles,Standard,medium,large,"596,55",1469.44
213,82,520,"14.12.2017",false,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
214,46,868,"22.03.2017",true,Approved,Solex,Standard,low,medium,"74,51",1289.85
215,78,2999,"30.09.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
216,72,352,"29.11.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"270,30",360.4
217,75,1140,"09.06.2017",false,Approved,Giant Bicycles,Touring,medium,large,"863,95",1873.97
218,40,621,"21.04.2017",false,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
219,2,3307,"13.11.2017",false,Approved,Giant Bicycles,Road,low,small,"525,33",590.26
220,10,1502,"09.04.2017",true,Approved,WeareA2B,Touring,medium,medium,"363,25",1466.68
221,35,936,"08.05.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
222,8,939,"08.07.2017",true,Approved,Solex,Road,medium,small,"1516,13",1703.52
223,2,2698,"30.11.2017",false,Approved,Giant Bicycles,Road,low,small,"525,33",590.26
224,69,579,"25.04.2017",true,Approved,Giant Bicycles,Road,medium,medium,"594,68",792.9
225,54,2036,"30.03.2017",true,Approved,WeareA2B,Standard,medium,medium,"13,44",1292.84
226,8,3077,"10.03.2017",false,Approved,Solex,Road,medium,small,"1516,13",1703.52
227,86,369,"16.03.2017",true,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
228,13,821,"04.04.2017",true,Approved,Solex,Standard,medium,medium,"589,27",1163.89
229,19,2687,"13.03.2017",true,Approved,Trek Bicycles,Mountain,low,medium,"459,71",574.64
230,86,681,"23.12.2017",true,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
231,46,37,"12.08.2017",true,Approved,OHM Cycles,Standard,low,medium,"248,82",1793.43
232,30,3002,"04.08.2017",false,Approved,Solex,Standard,high,medium,"448,90",748.17
233,92,396,"01.09.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
234,71,550,"01.09.2017",true,Approved,Solex,Standard,high,large,"1105,75",1842.92
235,77,1605,"02.07.2017",false,Approved,Norco Bicycles,Road,medium,large,"795,10",1240.31
236,7,2325,"31.08.2017",true,Approved,Giant Bicycles,Standard,medium,small,"1167,18",1311.44
237,23,1420,"11.03.2017",true,Approved,Norco Bicycles,Mountain,low,small,"612,88",688.63
238,12,3099,"08.10.2017",false,Approved,WeareA2B,Standard,medium,medium,"161,60",1231.15
239,61,1645,"01.10.2017",true,Approved,OHM Cycles,Standard,low,medium,"56,93",71.16
240,21,546,"23.11.2017",false,Approved,Solex,Standard,medium,large,"380,74",1071.23
241,86,2885,"27.03.2017",true,Approved,OHM Cycles,Standard,medium,medium,"125,07",235.63
242,57,2740,"04.12.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
243,63,3166,"13.11.2017",true,Approved,Solex,Standard,medium,medium,"99,59",1483.2
244,63,3487,"20.12.2017",true,Approved,WeareA2B,Standard,medium,medium,"762,63",1992.93
245,33,2890,"22.09.2017",true,Approved,Giant Bicycles,Standard,medium,small,"1167,18",1311.44
246,98,3370,"22.01.2017",false,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
247,15,3393,"29.01.2017",true,Approved,Norco Bicycles,Standard,low,medium,"748,90",958.74
248,57,2410,"21.07.2017",false,Approved,WeareA2B,Touring,medium,large,"260,14",1890.39
249,61,3466,"10.02.2017",true,Approved,OHM Cycles,Standard,low,medium,"56,93",71.16
250,48,1454,"25.11.2017",false,Cancelled,WeareA2B,Standard,medium,medium,"950,52",1762.96
251,63,1967,"11.04.2017",false,Approved,Solex,Standard,medium,medium,"99,59",1483.2
252,78,3089,"03.12.2017",false,Approved,Giant Bicycles,Standard,medium,large,"709,48",1765.3
253,2,3123,"30.12.2017",false,Approved,Giant Bicycles,Road,low,small,"525,33",590.26
254,67,2692,"26.07.2017",false,Approved,Solex,Standard,medium,large,"380,74",1071.23
255,67,2801,"01.04.2017",true,Cancelled,Norco Bicycles,Road,medium,medium,"376,84",544.05
256,13,1580,"22.10.2017",true,Approved,Solex,Standard,medium,medium,"826,51",1577.53
257,65,352,"22.03.2017",false,Approved,WeareA2B,Standard,medium,medium,"778,69",1807.45
258,49,1777,"15.06.2017",true,Approved,Trek Bicycles,Road,medium,medium,"400,13",533.51
259,87,142,"06.07.2017",true,Approved,Giant Bicycles,Standard,high,medium,"707,40",1179.0
260,31,3393,"28.12.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"173,18",230.91
261,17,599,"09.05.2017",false,Approved,Solex,Standard,high,medium,"614,80",1024.66
262,91,1258,"18.01.2017",false,Approved,Solex,Standard,medium,medium,"75,26",100.35
263,53,3405,"22.10.2017",true,Approved,OHM Cycles,Standard,medium,medium,"101,58",795.34
264,38,3198,"30.01.2017",false,Approved,Solex,Standard,medium,medium,"826,51",1577.53
265,20,834,"26.06.2017",false,Approved,Trek Bicycles,Standard,medium,small,"1580,47",1775.81
266,44,3467,"07.11.2017",true,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
267,69,3436,"13.08.2017",true,Approved,Giant Bicycles,Road,medium,medium,"594,68",792.9
268,68,1516,"27.08.2017",false,Approved,OHM Cycles,Standard,medium,medium,"44,71",1636.9
269,11,2833,"25.01.2017",true,Approved,Giant Bicycles,Standard,high,medium,"764,96",1274.93
270,2,2362,"13.02.2017",false,Approved,Solex,Standard,medium,medium,"53,62",71.49
271,27,2337,"11.07.2017",false,Approved,Trek Bicycles,Standard,medium,medium,"388,72",499.53
272,0,2149,"30.04.2017",true,Approved,Trek Bicycles,Standard,high,medium,"215,03",358.39
273,81,2133,"19.05.2017",false,Approved,Solex,Standard,medium,medium,"649,49",1151.96
274,6,360,"26.05.2017",true,Approved,OHM Cycles,Standard,high,medium,"136,73",227.88
275,76,2969,"03.02.2017",true,Approved,WeareA2B,Standard,low,medium,"513,85",642.31
276,18,1720,"28.04.2017",false,Approved,Solex,Standard,medium,medium,"431,45",575.27
277,18,2904,"23.03.2017",false,Approved,Norco Bicycles,Standard,high,medium,"689,18",1148.64
278,9,754,"03.06.2017",false,Approved,OHM Cycles,Road,medium,medium,"667,40",742.54
279,35,1826,"25.04.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
280,93,2487,"08.04.2017",false,Approved,WeareA2B,Standard,medium,medium,"230,09",1065.03
281,40,2815,"18.02.2017",false,Approved,OHM Cycles,Standard,high,medium,"874,90",1458.17
282,1,541,"04.05.2017",false,Approved,Giant Bicycles,Standard,medium,medium,"954,82",1403.5
283,16,302,"29.03.2017",false,Approved,Norco Bicycles,Standard,high,small,"1479,11",1661.92
284,44,2024,"03.10.2017",true,Approved,WeareA2B,Standard,medium,medium,"108,76",1769.64
285,48,142,"27.07.2017",true,Approved,WeareA2B,Standard,medium,medium,"950,52",1762.96
286,56,768,"07.08.2017",true,Approved,OHM Cycles,Standard,medium,medium,"137,90",183.86
287,36,2147,"07.02.2017",true,Approved,Solex,Standard,low,medium,"74,51",1289.85
288,36,529,"20.11.2017",true,Approved,Solex,Standard,low,medium,"507,58",945.04
289,13,825,"23.02.2017",false,Approved,Solex,Standard,medium,medium,"589,27",1163.89
290,55,624,"05.04.2017",true,Approved,Trek Bicycles,Road,medium,large,"598,76",1894.19
291,38,2302,"07.11.2017",false,Approved,Solex,Standard,medium,medium,"826,51",1577.53
292,64,3380,"28.10.2017",false,Approved,Giant Bicycles,Standard,high,small,"1759,85",1977.36
293,0,314,"19.11.2017",false,Approved,OHM Cycles,Standard,high,medium,"136,73",227.88
294,79,1079,"25.08.2017",true,Approved,Norco Bicycles,Standard,medium,medium,"818,01",1555.58
