"customer_id","first_transaction","first_date"
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
37,13475,2017-03-05 00:00:00.000 +0300
38,14512,2017-01-23 00:00:00.000 +0300
38,14512,2017-01-23 00:00:00.000 +0300
38,14512,2017-01-23 00:00:00.000 +0300
38,14512,2017-01-23 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
39,4659,2017-01-19 00:00:00.000 +0300
40,10973,2017-01-24 00:00:00.000 +0300
40,10973,2017-01-24 00:00:00.000 +0300
40,10973,2017-01-24 00:00:00.000 +0300
40,10973,2017-01-24 00:00:00.000 +0300
40,10973,2017-01-24 00:00:00.000 +0300
40,10973,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
41,15262,2017-01-24 00:00:00.000 +0300
42,4762,2017-02-01 00:00:00.000 +0300
42,4762,2017-02-01 00:00:00.000 +0300
42,4762,2017-02-01 00:00:00.000 +0300
42,4762,2017-02-01 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
43,896,2017-01-04 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
44,11825,2017-04-17 00:00:00.000 +0300
45,7322,2017-07-09 00:00:00.000 +0300
45,7322,2017-07-09 00:00:00.000 +0300
45,7322,2017-07-09 00:00:00.000 +0300
46,11710,2017-03-15 00:00:00.000 +0300
46,11710,2017-03-15 00:00:00.000 +0300
46,11710,2017-03-15 00:00:00.000 +0300
46,11710,2017-03-15 00:00:00.000 +0300
46,11710,2017-03-15 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
47,5080,2017-01-17 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
48,17666,2017-02-06 00:00:00.000 +0300
49,7212,2017-01-31 00:00:00.000 +0300
49,7212,2017-01-31 00:00:00.000 +0300
49,7212,2017-01-31 00:00:00.000 +0300
49,7212,2017-01-31 00:00:00.000 +0300
49,7212,2017-01-31 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
50,17709,2017-01-17 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
51,4239,2017-01-01 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
52,19862,2017-01-11 00:00:00.000 +0300
53,8283,2017-01-07 00:00:00.000 +0300
53,8283,2017-01-07 00:00:00.000 +0300
53,8283,2017-01-07 00:00:00.000 +0300
53,8283,2017-01-07 00:00:00.000 +0300
53,8283,2017-01-07 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
54,11374,2017-02-25 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
55,16659,2017-01-08 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
56,7134,2017-02-18 00:00:00.000 +0300
57,11296,2017-01-20 00:00:00.000 +0300
57,11296,2017-01-20 00:00:00.000 +0300
57,11296,2017-01-20 00:00:00.000 +0300
57,11296,2017-01-20 00:00:00.000 +0300
57,11296,2017-01-20 00:00:00.000 +0300
57,11296,2017-01-20 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
58,16885,2017-05-07 00:00:00.000 +0300
59,3052,2017-04-10 00:00:00.000 +0300
59,3052,2017-04-10 00:00:00.000 +0300
59,3052,2017-04-10 00:00:00.000 +0300
60,3209,2017-05-27 00:00:00.000 +0300
60,3209,2017-05-27 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
61,19872,2017-03-17 00:00:00.000 +0300
62,6633,2017-01-09 00:00:00.000 +0300
62,6633,2017-01-09 00:00:00.000 +0300
62,6633,2017-01-09 00:00:00.000 +0300
62,6633,2017-01-09 00:00:00.000 +0300
62,6633,2017-01-09 00:00:00.000 +0300
62,6633,2017-01-09 00:00:00.000 +0300
63,18832,2017-03-20 00:00:00.000 +0300
63,18832,2017-03-20 00:00:00.000 +0300
63,18832,2017-03-20 00:00:00.000 +0300
64,13497,2017-01-09 00:00:00.000 +0300
64,13497,2017-01-09 00:00:00.000 +0300
64,13497,2017-01-09 00:00:00.000 +0300
64,13497,2017-01-09 00:00:00.000 +0300
64,13497,2017-01-09 00:00:00.000 +0300
65,6378,2017-02-20 00:00:00.000 +0300
65,6378,2017-02-20 00:00:00.000 +0300
65,6378,2017-02-20 00:00:00.000 +0300
65,6378,2017-02-20 00:00:00.000 +0300
65,6378,2017-02-20 00:00:00.000 +0300
65,6378,2017-02-20 00:00:00.000 +0300
66,6202,2017-02-17 00:00:00.000 +0300
66,6202,2017-02-17 00:00:00.000 +0300
66,6202,2017-02-17 00:00:00.000 +0300
66,6202,2017-02-17 00:00:00.000 +0300
66,6202,2017-02-17 00:00:00.000 +0300
67,2488,2017-03-18 00:00:00.000 +0300
67,2488,2017-03-18 00:00:00.000 +0300
67,2488,2017-03-18 00:00:00.000 +0300
67,2488,2017-03-18 00:00:00.000 +0300
67,2488,2017-03-18 00:00:00.000 +0300
68,4503,2017-01-16 00:00:00.000 +0300
68,4503,2017-01-16 00:00:00.000 +0300
68,4503,2017-01-16 00:00:00.000 +0300
69,13881,2017-02-02 00:00:00.000 +0300
69,13881,2017-02-02 00:00:00.000 +0300
69,13881,2017-02-02 00:00:00.000 +0300
69,13881,2017-02-02 00:00:00.000 +0300
69,13881,2017-02-02 00:00:00.000 +0300
69,13881,2017-02-02 00:00:00.000 +0300
70,10118,2017-02-02 00:00:00.000 +0300
70,10118,2017-02-02 00:00:00.000 +0300
70,10118,2017-02-02 00:00:00.000 +0300
70,10118,2017-02-02 00:00:00.000 +0300
70,10118,2017-02-02 00:00:00.000 +0300
71,862,2017-08-21 00:00:00.000 +0300
72,14096,2017-05-10 00:00:00.000 +0300
72,14096,2017-05-10 00:00:00.000 +0300
72,14096,2017-05-10 00:00:00.000 +0300
72,14096,2017-05-10 00:00:00.000 +0300
72,14096,2017-05-10 00:00:00.000 +0300
73,2316,2017-01-09 00:00:00.000 +0300
73,2316,2017-01-09 00:00:00.000 +0300
73,2316,2017-01-09 00:00:00.000 +0300
73,2316,2017-01-09 00:00:00.000 +0300
73,2316,2017-01-09 00:00:00.000 +0300
73,2316,2017-01-09 00:00:00.000 +0300
74,16590,2017-04-22 00:00:00.000 +0300
74,16590,2017-04-22 00:00:00.000 +0300
74,16590,2017-04-22 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
75,5979,2017-05-26 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
76,12392,2017-03-21 00:00:00.000 +0300
77,9422,2017-02-02 00:00:00.000 +0300
77,9422,2017-02-02 00:00:00.000 +0300
77,9422,2017-02-02 00:00:00.000 +0300
78,4938,2017-06-01 00:00:00.000 +0300
78,4938,2017-06-01 00:00:00.000 +0300
79,17976,2017-02-23 00:00:00.000 +0300
79,17976,2017-02-23 00:00:00.000 +0300
79,17976,2017-02-23 00:00:00.000 +0300
79,17976,2017-02-23 00:00:00.000 +0300
79,17976,2017-02-23 00:00:00.000 +0300
79,17976,2017-02-23 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
80,6621,2017-01-05 00:00:00.000 +0300
81,15983,2017-03-08 00:00:00.000 +0300
81,15983,2017-03-08 00:00:00.000 +0300
81,15983,2017-03-08 00:00:00.000 +0300
81,15983,2017-03-08 00:00:00.000 +0300
82,1346,2017-02-20 00:00:00.000 +0300
82,1346,2017-02-20 00:00:00.000 +0300
82,1346,2017-02-20 00:00:00.000 +0300
82,1346,2017-02-20 00:00:00.000 +0300
82,1346,2017-02-20 00:00:00.000 +0300
83,18734,2017-01-21 00:00:00.000 +0300
83,18734,2017-01-21 00:00:00.000 +0300
83,18734,2017-01-21 00:00:00.000 +0300
83,18734,2017-01-21 00:00:00.000 +0300
83,18734,2017-01-21 00:00:00.000 +0300
83,18734,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
84,13067,2017-01-21 00:00:00.000 +0300
85,12537,2017-01-09 00:00:00.000 +0300
85,12537,2017-01-09 00:00:00.000 +0300
85,12537,2017-01-09 00:00:00.000 +0300
85,12537,2017-01-09 00:00:00.000 +0300
85,12537,2017-01-09 00:00:00.000 +0300
85,12537,2017-01-09 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
86,17879,2017-01-28 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
87,10866,2017-01-21 00:00:00.000 +0300
88,15052,2017-03-12 00:00:00.000 +0300
88,15052,2017-03-12 00:00:00.000 +0300
88,15052,2017-03-12 00:00:00.000 +0300
88,15052,2017-03-12 00:00:00.000 +0300
88,15052,2017-03-12 00:00:00.000 +0300
88,15052,2017-03-12 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
89,2852,2017-02-14 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
90,8350,2017-03-09 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
91,5221,2017-04-13 00:00:00.000 +0300
92,14106,2017-01-14 00:00:00.000 +0300
92,14106,2017-01-14 00:00:00.000 +0300
92,14106,2017-01-14 00:00:00.000 +0300
93,5600,2017-01-30 00:00:00.000 +0300
93,5600,2017-01-30 00:00:00.000 +0300
93,5600,2017-01-30 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
94,9300,2017-08-18 00:00:00.000 +0300
95,19080,2017-06-06 00:00:00.000 +0300
95,19080,2017-06-06 00:00:00.000 +0300
95,19080,2017-06-06 00:00:00.000 +0300
95,19080,2017-06-06 00:00:00.000 +0300
96,5733,2017-01-08 00:00:00.000 +0300
96,5733,2017-01-08 00:00:00.000 +0300
96,5733,2017-01-08 00:00:00.000 +0300
96,5733,2017-01-08 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
97,10000,2017-01-02 00:00:00.000 +0300
98,16329,2017-04-21 00:00:00.000 +0300
98,16329,2017-04-21 00:00:00.000 +0300
